Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Is_Weekend,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Total_Mins
Air India,Delhi,Cochin,1,No info,62.74,21,3,0,20,30,23,0,1590
GoAir,Banglore,Delhi,0,No info,42.88,9,6,1,7,45,10,40,175
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,27,3,0,2,55,4,25,90
IndiGo,Delhi,Cochin,1,No info,76.31,9,3,1,7,35,12,0,265
IndiGo,Mumbai,Hyderabad,0,No info,30.29,21,3,0,19,5,20,30,85
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,29.12,15,3,0,22,45,0,10,85
IndiGo,Kolkata,Banglore,1,No info,46.49,21,5,0,6,20,10,20,240
GoAir,Banglore,Delhi,0,No info,46.63,18,5,1,7,45,10,40,175
IndiGo,Delhi,Cochin,1,No info,100.82,27,6,0,23,30,4,35,305
Jet Airways,Banglore,Delhi,0,No info,201.39,1,3,0,19,55,22,35,160
Multiple carriers,Delhi,Cochin,1,No info,159.35,21,3,0,7,5,15,30,505
Air Asia,Banglore,Delhi,0,No info,47.1,9,4,0,4,55,7,45,170
Multiple carriers,Delhi,Cochin,1,No info,149.46,27,6,0,8,0,21,0,780
Multiple carriers,Delhi,Cochin,1,No info,149.46,3,6,0,11,30,21,0,570
Jet Airways,Delhi,Cochin,1,In-flight meal not included,73.1,27,3,0,8,0,4,25,1225
SpiceJet,Banglore,Delhi,0,No info,48.65,15,4,0,5,55,8,35,160
Air India,Banglore,Delhi,2,No info,126.7,18,3,0,17,25,23,25,1800
Jet Airways,Kolkata,Banglore,1,No info,151.35,24,3,1,13,55,4,45,890
SpiceJet,Banglore,Delhi,0,No info,39.88,18,6,0,5,55,8,35,160
IndiGo,Kolkata,Banglore,0,No info,45.63,15,3,0,5,30,8,20,170
Vistara,Banglore,Delhi,0,No info,61.74,24,4,0,17,0,19,35,155
Air India,Kolkata,Banglore,2,No info,157.28,6,5,0,10,0,10,0,1440
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,8,0,21,20,800
IndiGo,Delhi,Cochin,1,No info,70.86,21,5,0,8,35,18,10,575
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,1,4,0,2,55,4,20,85
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,77.7,1,4,0,18,55,4,40,585
Jet Airways,Kolkata,Banglore,1,No info,155.66,18,5,1,17,0,9,45,1005
GoAir,Banglore,Delhi,0,No info,37.61,24,6,0,20,55,23,40,165
Jet Airways,Delhi,Cochin,1,No info,171.09,9,3,1,17,25,4,25,660
Air India,Banglore,Delhi,1,No info,152.45,18,3,0,0,30,8,45,495
SpiceJet,Kolkata,Banglore,0,No info,42.32,15,3,0,22,20,0,40,140
GoAir,Banglore,Delhi,1,No info,84.23,9,3,1,15,50,20,15,265
Jet Airways,Banglore,Delhi,0,No info,79.52,27,5,0,7,10,10,10,180
IndiGo,Mumbai,Hyderabad,0,No info,24.5,18,6,0,20,5,21,40,95
SpiceJet,Banglore,Delhi,0,No info,43.68,21,6,0,5,55,8,35,160
IndiGo,Delhi,Cochin,1,No info,72.91,27,6,0,9,15,1,30,975
Jet Airways,Kolkata,Banglore,1,No info,149.42,6,5,0,21,10,10,5,775
SpiceJet,Kolkata,Banglore,0,No info,45.63,21,3,0,6,55,9,35,160
Jet Airways,Kolkata,Banglore,1,No info,160.28,9,6,1,6,30,18,15,705
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,21,5,0,22,20,0,40,140
Jet Airways,Banglore,Delhi,0,In-flight meal not included,57.18,12,4,0,6,0,8,45,165
Air Asia,Banglore,Delhi,0,No info,37.21,24,4,0,4,55,7,45,170
Jet Airways,Delhi,Cochin,0,In-flight meal not included,79.22,6,6,0,11,0,14,15,195
IndiGo,Delhi,Cochin,0,No info,55.23,3,4,0,21,5,0,20,195
GoAir,Banglore,Delhi,0,No info,46.63,3,5,0,20,55,23,40,165
Jet Airways,Delhi,Cochin,2,No info,166.42,27,5,0,19,30,12,35,1025
Vistara,Banglore,Delhi,0,No info,236.72,1,3,0,7,0,9,40,160
IndiGo,Delhi,Cochin,0,No info,84.4,3,3,1,5,35,8,50,195
IndiGo,Banglore,Delhi,0,No info,53.05,18,6,0,20,0,22,50,170
Jet Airways,Delhi,Cochin,1,In-flight meal not included,167.09,1,6,1,7,5,19,0,715
Jet Airways,Kolkata,Banglore,1,No info,162.59,18,5,1,8,25,22,35,850
IndiGo,Kolkata,Banglore,0,No info,52.84,18,5,1,15,30,18,5,155
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,1,6,1,13,0,12,35,1415
IndiGo,Delhi,Cochin,1,No info,82.53,15,5,0,9,15,21,0,705
Jet Airways,Banglore,Delhi,0,No info,88.18,15,6,1,11,10,14,5,175
IndiGo,Mumbai,Hyderabad,0,No info,44.54,9,6,1,6,25,7,55,90
Air India,Banglore,Delhi,1,No info,136.28,3,3,1,5,50,12,55,425
SpiceJet,Chennai,Kolkata,0,No info,39.57,12,5,1,17,45,20,5,140
Multiple carriers,Delhi,Cochin,1,No info,151.0,15,5,0,11,30,1,30,840
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,1,5,0,2,55,4,20,85
Multiple carriers,Delhi,Cochin,1,No info,84.37,9,5,0,10,20,21,0,640
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,14,5,23,35,570
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,77.7,1,4,0,16,30,18,15,1545
Multiple carriers,Delhi,Cochin,1,No info,98.23,3,6,0,9,0,21,0,720
Air Asia,Banglore,Delhi,0,No info,47.1,1,4,0,4,55,7,45,170
IndiGo,Banglore,Delhi,0,No info,53.05,21,6,0,8,30,11,20,170
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,9,5,0,7,5,4,25,1280
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,9,3,1,7,0,20,20,800
Jet Airways,Delhi,Cochin,1,No info,176.87,3,6,0,21,50,4,25,395
IndiGo,Delhi,Cochin,0,No info,61.61,12,6,0,5,35,8,50,195
SpiceJet,Mumbai,Hyderabad,0,No info,30.28,9,6,1,5,45,7,15,90
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,6,0,22,50,4,25,335
Multiple carriers,Delhi,Cochin,1,No info,171.63,6,3,0,13,0,21,0,480
IndiGo,Kolkata,Banglore,0,No info,45.91,12,4,0,9,35,12,20,165
IndiGo,Banglore,Delhi,0,No info,67.58,24,3,1,20,0,22,55,175
Jet Airways,Kolkata,Banglore,1,No info,162.59,6,5,0,8,25,18,15,590
IndiGo,Delhi,Cochin,1,No info,68.14,15,6,1,21,50,3,35,345
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,94.45,6,5,0,6,30,8,15,1545
IndiGo,Banglore,Delhi,0,No info,131.27,1,3,0,22,20,1,10,170
Air India,Kolkata,Banglore,2,No info,158.66,15,5,0,7,0,5,25,1345
Jet Airways,Delhi,Cochin,1,No info,204.39,24,6,0,7,5,19,0,715
Jet Airways,Kolkata,Banglore,1,No info,153.35,12,5,1,21,10,4,40,450
Jet Airways,Banglore,Delhi,0,No info,79.52,6,5,0,18,55,22,0,185
SpiceJet,Kolkata,Banglore,0,No info,42.6,15,5,0,6,55,9,30,155
Jet Airways,Delhi,Cochin,1,No info,161.85,12,6,0,11,30,19,0,450
Air Asia,Kolkata,Banglore,2,No info,123.7,24,3,1,15,25,22,55,450
IndiGo,Delhi,Cochin,1,No info,67.14,27,5,0,11,25,1,30,845
IndiGo,Delhi,Cochin,1,No info,78.03,6,3,0,7,35,22,20,885
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,110.34,24,3,1,6,30,4,45,1335
Jet Airways,Kolkata,Banglore,1,No info,153.35,18,5,1,5,45,12,0,375
Multiple carriers,Delhi,Cochin,1,No info,79.18,24,6,0,19,0,1,30,390
SpiceJet,Banglore,Delhi,0,No check-in baggage included,42.6,24,3,1,9,35,12,30,175
Air India,Kolkata,Banglore,0,No info,63.22,12,3,0,14,15,16,45,150
Air India,Mumbai,Hyderabad,0,No info,34.1,15,6,1,19,30,20,45,75
Air India,Kolkata,Banglore,1,No info,98.96,6,5,0,9,10,13,15,245
Multiple carriers,Delhi,Cochin,1,No info,100.13,15,5,0,10,35,19,0,505
Jet Airways,Banglore,Delhi,1,1 Long layover,350.08,1,3,0,18,40,9,30,890
Jet Airways,Kolkata,Banglore,1,No info,162.59,15,5,0,16,30,10,5,1055
Jet Airways,Banglore,Delhi,0,No info,79.52,18,5,1,8,20,11,20,180
IndiGo,Banglore,Delhi,0,No info,110.74,1,3,0,23,30,2,20,170
Jet Airways,Delhi,Cochin,2,No info,120.0,9,4,0,9,40,4,25,1125
IndiGo,Kolkata,Banglore,0,No info,52.84,27,4,1,15,30,18,5,155
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,44.55,1,6,1,2,55,4,20,85
Jet Airways,Kolkata,Banglore,1,No info,155.66,15,5,0,20,25,23,35,1630
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,1,6,1,6,55,9,30,155
Jet Airways,Kolkata,Banglore,1,No info,162.59,9,5,0,14,5,19,50,345
Vistara,Kolkata,Banglore,1,No info,108.57,9,6,1,17,0,23,25,385
Air India,Delhi,Cochin,1,No info,97.98,27,5,0,13,30,23,0,570
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,22,50,7,40,530
GoAir,Delhi,Cochin,1,No info,68.14,15,4,0,7,0,12,55,355
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,14,5,19,10,305
Multiple carriers Premium economy,Delhi,Cochin,1,No info,123.96,21,3,0,8,55,15,30,395
Vistara,Banglore,Delhi,0,No info,61.74,24,3,1,16,0,18,35,155
IndiGo,Banglore,Delhi,0,No info,47.12,1,5,0,0,30,3,25,175
Vistara,Banglore,Delhi,0,No info,51.35,6,5,0,21,0,23,50,170
Air India,Delhi,Cochin,1,No info,167.17,3,3,1,8,0,19,15,675
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,108.89,12,6,0,8,25,16,20,475
GoAir,Delhi,Cochin,1,No info,43.43,27,6,0,10,35,19,35,540
Jet Airways,Banglore,Delhi,1,In-flight meal not included,114.46,15,3,0,8,55,8,15,1400
Multiple carriers,Delhi,Cochin,3,No info,169.61,9,6,1,11,35,1,30,835
Multiple carriers,Delhi,Cochin,1,No info,166.48,3,3,1,8,25,18,50,625
Multiple carriers Premium economy,Delhi,Cochin,1,No info,147.06,21,3,0,6,0,12,35,395
Jet Airways,Delhi,Cochin,2,No info,206.84,27,6,0,11,40,19,0,440
Air Asia,Delhi,Cochin,1,No info,74.26,9,5,0,20,45,7,10,625
Air India,Kolkata,Banglore,1,No info,112.23,9,5,0,20,30,8,55,745
Jet Airways,Banglore,Delhi,1,No info,307.91,1,3,0,7,0,21,20,860
Air India,Delhi,Cochin,2,No info,137.37,12,6,0,7,10,19,15,725
Jet Airways,Banglore,Delhi,0,In-flight meal not included,57.18,12,4,0,7,10,10,10,180
Jet Airways,Banglore,Delhi,0,No info,79.52,1,5,0,17,45,20,45,180
Air India,Kolkata,Banglore,2,No info,139.95,12,6,0,5,50,23,15,1045
Air India,Mumbai,Hyderabad,2,No info,144.86,6,3,0,6,0,9,10,1630
Air India,Kolkata,Banglore,2,No info,92.03,15,5,0,9,25,18,20,535
Multiple carriers,Delhi,Cochin,1,No info,84.37,9,5,0,6,0,21,0,900
Jet Airways,Banglore,Delhi,0,No info,79.52,1,4,0,6,0,8,45,165
Vistara,Banglore,Delhi,0,No info,51.35,1,6,1,21,0,23,50,170
Air Asia,Delhi,Cochin,1,No info,91.6,9,3,1,20,10,7,10,660
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,21,5,0,20,55,12,35,940
IndiGo,Kolkata,Banglore,1,No info,46.49,6,5,0,6,20,10,20,240
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,27,6,0,19,15,19,0,1425
Multiple carriers,Delhi,Cochin,1,No info,117.46,24,6,0,4,55,19,0,845
Air India,Delhi,Cochin,2,No info,88.57,21,3,0,17,15,7,40,865
GoAir,Banglore,Delhi,0,No info,42.88,24,3,1,11,40,14,35,175
Air Asia,Kolkata,Banglore,0,No info,41.88,12,6,0,10,20,12,55,155
IndiGo,Delhi,Cochin,1,No info,75.22,3,6,0,9,15,21,0,705
Jet Airways,Delhi,Cochin,2,No info,143.15,24,6,0,5,30,19,0,810
IndiGo,Kolkata,Banglore,0,No info,57.46,12,4,0,14,25,16,55,150
Multiple carriers,Delhi,Cochin,1,No info,147.15,6,6,0,13,0,1,30,750
GoAir,Delhi,Cochin,1,No info,72.96,21,5,0,7,0,12,55,355
Air Asia,Kolkata,Banglore,1,No info,57.11,24,5,0,7,35,23,30,955
IndiGo,Banglore,Delhi,0,No info,50.5,18,4,0,22,10,1,0,170
Air India,Kolkata,Banglore,0,No info,53.68,12,5,1,20,45,23,20,155
Jet Airways,Banglore,Delhi,0,No info,79.52,27,4,1,17,45,20,45,180
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,9,5,0,19,45,4,25,520
Air India,Delhi,Cochin,0,No info,67.03,27,4,1,14,10,17,10,180
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,12,6,0,20,55,12,35,940
Jet Airways,Delhi,Cochin,2,No info,169.83,9,4,0,11,40,19,0,440
IndiGo,Banglore,Delhi,0,No info,44.85,6,5,0,23,30,2,20,170
GoAir,Banglore,Delhi,0,No info,50.95,18,5,1,20,55,23,40,165
Jet Airways,Kolkata,Banglore,1,No info,139.61,6,6,0,9,35,18,0,505
IndiGo,Kolkata,Banglore,1,No info,38.28,24,4,0,19,20,23,45,265
Multiple carriers,Delhi,Cochin,2,No info,212.96,18,5,1,17,50,1,30,460
Jet Airways,Banglore,Delhi,1,In-flight meal not included,100.47,15,3,0,11,40,8,15,1235
Multiple carriers,Delhi,Cochin,1,No info,149.46,24,6,0,14,0,21,0,420
Jet Airways,Delhi,Cochin,1,No info,171.09,9,5,0,17,30,19,0,1530
Jet Airways,Banglore,Delhi,0,No info,79.52,9,3,1,19,55,22,35,160
IndiGo,Delhi,Cochin,1,No info,82.65,6,3,0,8,35,22,20,825
Multiple carriers,Delhi,Cochin,1,No info,149.46,6,6,0,8,0,21,0,780
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,9,6,1,7,10,10,10,180
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,1,6,1,2,15,4,25,1570
IndiGo,Delhi,Cochin,1,No info,163.58,3,3,1,7,30,21,0,810
Multiple carriers,Delhi,Cochin,1,No info,115.82,27,5,0,8,45,19,0,615
IndiGo,Delhi,Cochin,1,No info,70.86,12,6,0,7,35,22,30,895
IndiGo,Kolkata,Banglore,1,No info,56.87,21,5,0,15,15,20,5,290
IndiGo,Delhi,Cochin,1,No info,70.86,15,5,0,7,35,22,30,895
IndiGo,Banglore,Delhi,0,No info,37.61,27,5,0,0,30,3,25,175
Jet Airways,Banglore,Delhi,1,No info,189.87,6,3,0,20,35,10,25,830
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,24,6,0,8,20,10,35,135
Air Asia,Banglore,Delhi,0,No info,37.21,12,5,1,11,10,13,55,165
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,12,3,0,18,55,11,25,990
Jet Airways,Banglore,Delhi,0,No info,79.52,18,4,0,7,10,10,10,180
Multiple carriers,Delhi,Cochin,1,No info,123.74,9,3,1,4,45,19,15,870
Jet Airways,Banglore,Delhi,1,No info,184.1,6,3,0,7,0,23,0,960
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,24,6,0,17,30,4,25,655
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,1,6,1,14,0,19,0,300
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,15,5,0,2,55,4,20,85
Multiple carriers,Delhi,Cochin,1,No info,91.38,21,3,0,9,0,15,30,390
Air India,Delhi,Cochin,1,No info,84.59,18,5,1,17,20,9,25,965
Jet Airways,Delhi,Cochin,2,No info,183.74,18,5,1,13,25,12,35,1390
Air India,Delhi,Cochin,1,No info,113.46,9,3,1,4,0,7,40,1660
Air India,Kolkata,Banglore,1,No info,133.9,24,3,1,7,0,8,55,1555
Air India,Kolkata,Banglore,1,No info,46.5,3,4,0,19,0,11,5,965
IndiGo,Banglore,Delhi,0,No info,43.37,12,6,0,6,5,8,50,165
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,1,6,1,11,10,14,5,175
Vistara,Kolkata,Banglore,1,No info,94.71,15,5,0,7,10,20,20,790
IndiGo,Banglore,Delhi,0,No info,80.33,9,3,1,7,10,10,5,175
Jet Airways,Banglore,Delhi,1,In-flight meal not included,120.69,18,3,0,18,40,7,40,780
Multiple carriers,Delhi,Cochin,1,No info,84.37,18,5,1,10,20,21,0,640
Air India,Delhi,Cochin,1,No info,92.09,15,5,0,10,0,19,15,555
IndiGo,Delhi,Cochin,1,No info,72.91,1,6,1,15,0,1,30,630
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,9,6,1,13,0,12,35,1415
Jet Airways,Kolkata,Banglore,1,No info,155.96,24,5,0,16,30,9,20,1010
Jet Airways,Delhi,Cochin,2,In-flight meal not included,93.7,27,3,0,5,10,18,50,820
Jet Airways,Delhi,Cochin,2,No info,147.14,24,6,0,14,35,12,35,1320
Vistara,Kolkata,Banglore,1,No info,92.97,12,6,0,17,0,10,45,1065
Jet Airways,Delhi,Cochin,1,No info,202.08,24,6,0,2,15,12,35,620
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,21.62,3,4,0,13,15,14,45,90
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,1,6,1,19,30,12,35,1025
Jet Airways,Kolkata,Banglore,1,No info,126.14,6,5,0,20,25,18,0,1295
Jet Airways,Kolkata,Banglore,1,No info,162.59,9,5,0,16,30,4,40,730
Air India,Mumbai,Hyderabad,1,No info,104.88,6,3,0,20,15,9,15,780
Air India,Mumbai,Hyderabad,0,No info,22.55,3,4,0,21,5,22,25,80
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,12,6,0,19,30,4,25,535
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,110.34,24,3,1,8,25,22,35,850
SpiceJet,Kolkata,Banglore,0,No info,49.4,21,4,1,9,0,11,25,145
Jet Airways,Banglore,Delhi,0,No info,79.52,15,5,0,17,45,20,45,180
SpiceJet,Banglore,Delhi,1,No info,125.41,3,3,1,10,20,18,15,475
IndiGo,Chennai,Kolkata,0,No info,39.57,27,6,0,14,45,17,5,140
Vistara,Kolkata,Banglore,1,No info,87.2,12,6,0,17,0,9,5,965
SpiceJet,Kolkata,Banglore,0,No info,45.91,1,5,0,9,0,11,25,145
Air India,Kolkata,Banglore,1,No info,112.23,1,5,0,7,0,16,15,555
Vistara,Kolkata,Banglore,1,No info,94.71,9,5,0,7,10,20,20,790
Jet Airways,Banglore,Delhi,0,In-flight meal not included,63.46,12,6,0,15,15,18,10,175
IndiGo,Kolkata,Banglore,0,No info,62.08,1,5,0,11,30,14,5,155
Jet Airways,Banglore,Delhi,0,In-flight meal not included,63.46,3,6,0,7,10,10,10,180
Jet Airways,Banglore,Delhi,0,No info,79.52,15,5,0,6,0,8,45,165
IndiGo,Kolkata,Banglore,1,No info,46.49,9,6,1,6,20,10,20,240
IndiGo,Banglore,Delhi,1,No info,50.47,9,3,1,12,5,17,5,300
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,54.94,21,5,0,10,20,11,50,90
Jet Airways,Delhi,Cochin,1,In-flight meal not included,59.47,1,4,0,17,30,12,35,1145
SpiceJet,Kolkata,Banglore,0,No info,42.6,24,6,0,17,10,19,40,150
Jet Airways,Delhi,Cochin,1,No info,187.26,6,3,0,11,30,18,50,440
SpiceJet,Delhi,Cochin,1,No check-in baggage included,56.74,9,6,1,8,45,13,15,270
Jet Airways,Mumbai,Hyderabad,0,No info,88.44,1,5,0,10,20,11,50,90
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,5,45,16,20,635
Air India,Chennai,Kolkata,0,No info,51.34,12,5,1,11,40,13,55,135
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,3,4,0,19,35,21,5,90
Air India,Kolkata,Banglore,2,No info,137.64,12,5,1,5,50,20,25,875
Jet Airways,Banglore,Delhi,0,No info,88.18,27,6,0,7,10,10,10,180
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,1,6,1,17,45,20,5,140
Jet Airways,Delhi,Cochin,1,In-flight meal not included,65.59,21,3,0,17,30,4,25,655
Jet Airways,Kolkata,Banglore,1,No info,162.59,18,5,1,8,25,16,20,475
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,9,0,12,35,1655
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,35.31,1,6,1,19,35,21,5,90
Jet Airways,Banglore,Delhi,1,In-flight meal not included,100.47,15,3,0,5,45,18,25,760
Jet Airways,Delhi,Cochin,2,In-flight meal not included,120.11,6,6,0,14,35,4,25,830
IndiGo,Mumbai,Hyderabad,0,No info,50.32,1,5,0,9,10,10,40,90
IndiGo,Delhi,Cochin,0,No info,61.61,15,6,1,5,35,8,50,195
Jet Airways,Kolkata,Banglore,1,No info,155.66,18,5,1,17,0,23,35,395
Air India,Kolkata,Banglore,2,No info,111.66,6,5,0,12,0,7,55,1195
Vistara,Banglore,Delhi,0,No info,59.43,18,4,0,9,45,12,35,170
IndiGo,Delhi,Cochin,1,No info,67.62,27,5,0,2,0,7,45,345
IndiGo,Kolkata,Banglore,0,No info,52.84,27,6,0,14,25,16,55,150
Multiple carriers,Delhi,Cochin,1,No info,92.08,27,3,0,8,55,19,15,620
Jet Airways,Delhi,Cochin,2,No info,143.15,9,6,1,19,30,4,25,535
Air Asia,Banglore,Delhi,0,No info,37.21,24,5,0,4,55,7,45,170
SpiceJet,Chennai,Kolkata,0,No info,80.28,6,3,0,17,45,20,5,140
Jet Airways,Banglore,Delhi,0,In-flight meal not included,49.98,3,4,0,7,10,10,10,180
Multiple carriers,Delhi,Cochin,1,No info,166.62,6,3,0,8,55,15,30,395
Multiple carriers,Delhi,Cochin,1,No info,118.6,9,3,1,4,45,19,45,900
IndiGo,Delhi,Cochin,1,No info,66.3,15,5,0,15,10,20,0,290
Air India,Delhi,Cochin,1,No info,73.49,27,3,0,6,10,8,15,1565
IndiGo,Banglore,Delhi,0,No info,43.37,24,6,0,23,30,2,20,170
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,5,0,21,50,12,35,885
IndiGo,Delhi,Cochin,1,No info,72.91,6,6,0,18,35,1,30,415
Air India,Delhi,Cochin,1,No info,55.24,3,4,0,20,30,23,0,1590
Air India,Delhi,Cochin,2,No info,139.68,3,6,0,7,10,7,40,1470
Air Asia,Delhi,Cochin,1,No info,118.73,9,6,1,20,45,7,10,625
IndiGo,Delhi,Cochin,1,No info,70.58,9,6,1,11,25,21,0,575
SpiceJet,Kolkata,Banglore,0,No info,50.84,9,3,1,22,20,0,40,140
IndiGo,Banglore,Delhi,0,No info,43.37,27,5,0,13,0,15,50,170
Air Asia,Kolkata,Banglore,0,No info,49.59,6,6,0,19,55,22,25,150
Vistara,Kolkata,Banglore,1,No info,92.97,12,6,0,7,10,22,40,930
Air India,Kolkata,Banglore,2,No info,147.81,12,5,1,16,45,8,55,970
Vistara,Chennai,Kolkata,0,No info,131.8,18,5,1,17,45,20,5,140
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,24,5,0,18,55,12,0,1025
Jet Airways,Delhi,Cochin,1,No info,161.85,27,6,0,14,0,19,0,300
IndiGo,Delhi,Cochin,1,No info,67.02,27,6,0,6,40,21,0,860
IndiGo,Delhi,Cochin,1,No info,58.38,6,4,1,4,55,13,20,505
GoAir,Delhi,Cochin,1,No info,112.07,15,5,0,14,25,19,35,310
Jet Airways,Kolkata,Banglore,1,No info,160.28,6,6,0,20,0,8,15,735
Jet Airways,Delhi,Cochin,2,No info,120.74,27,3,0,19,10,4,25,555
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,24,5,0,6,30,16,20,590
IndiGo,Kolkata,Banglore,0,No info,49.37,9,4,0,20,20,22,55,155
Air India,Delhi,Cochin,1,No info,94.4,24,5,0,23,0,19,15,1215
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,24,6,0,19,45,12,35,1010
Vistara,Kolkata,Banglore,1,No info,95.28,6,5,0,17,0,10,45,1065
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,22.78,27,3,0,15,50,17,20,90
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,12,3,0,22,55,15,15,980
Air India,Banglore,Delhi,0,No info,57.51,18,4,0,21,5,23,55,170
Jet Airways,Kolkata,Banglore,1,No info,142.96,1,4,0,6,30,16,20,590
Jet Airways,Banglore,Delhi,1,No info,184.1,6,3,0,8,0,23,0,900
Jet Airways,Kolkata,Banglore,1,No info,153.35,1,5,0,18,55,10,5,910
Air India,Banglore,Delhi,1,No info,100.83,15,3,0,13,50,22,10,500
Air India,Delhi,Cochin,1,No info,139.45,3,3,1,5,15,6,50,1535
Air India,Chennai,Kolkata,0,No info,48.46,24,3,1,11,40,13,55,135
Jet Airways,Kolkata,Banglore,1,No info,133.33,6,5,0,9,35,23,35,840
Air India,Banglore,Delhi,0,No info,67.33,6,6,0,21,5,23,55,170
Jet Airways,Kolkata,Banglore,1,No info,158.27,18,5,1,8,25,9,20,1495
Jet Airways,Kolkata,Banglore,1,No info,126.14,1,4,0,20,25,10,55,870
Jet Airways,Banglore,Delhi,1,No info,151.99,12,3,0,21,25,10,25,780
Air India,Mumbai,Hyderabad,0,No info,34.1,6,5,0,19,30,20,45,75
Multiple carriers,Delhi,Cochin,1,No info,90.93,21,5,0,11,40,19,15,455
Jet Airways,Kolkata,Banglore,1,No info,151.35,24,3,1,19,45,23,25,1660
IndiGo,Banglore,Delhi,0,No info,43.37,9,6,1,0,25,3,15,170
Multiple carriers,Delhi,Cochin,1,No info,135.6,27,3,0,18,15,1,35,440
IndiGo,Mumbai,Hyderabad,0,No info,44.54,12,6,0,6,25,7,55,90
SpiceJet,Banglore,Delhi,0,No check-in baggage included,39.3,1,6,1,21,10,0,5,175
Air Asia,Kolkata,Banglore,0,No info,48.5,15,5,0,19,55,22,25,150
Air India,Delhi,Cochin,2,No info,72.21,27,3,0,7,5,9,25,1580
IndiGo,Kolkata,Banglore,0,No info,45.91,15,4,0,21,25,0,5,160
Jet Airways,Banglore,Delhi,0,In-flight meal not included,44.33,24,5,0,7,10,10,10,180
Air Asia,Kolkata,Banglore,0,No info,44.9,21,3,0,10,20,12,55,155
Air India,Kolkata,Banglore,2,No info,67.29,24,5,0,9,10,11,5,1555
Jet Airways,Banglore,Delhi,1,In-flight meal not included,67.79,21,3,0,5,50,12,20,390
Jet Airways,Delhi,Cochin,1,In-flight meal not included,71.94,27,3,0,16,0,4,25,745
SpiceJet,Kolkata,Banglore,1,No info,51.14,12,5,1,15,5,20,20,315
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,9,6,1,21,50,19,0,1270
Vistara,Banglore,Delhi,0,No info,61.74,6,4,1,19,30,22,15,165
IndiGo,Banglore,Delhi,0,No info,67.58,24,3,1,8,30,11,30,180
Jet Airways,Kolkata,Banglore,1,No info,143.74,12,5,1,17,0,22,5,1745
Vistara,Banglore,Delhi,0,No info,83.69,3,3,1,21,10,0,5,175
